trial,fast_buy,slow_buy,fast_sell,slow_sell,Sortino,CAGR,Sharpe,MDD
1791,6,321,18,350,0.9836009447733115,0.29725703525490466,0.6799521361762374,-0.8446924806273648
1792,4,310,20,327,0.9873946487133922,0.2984858405106503,0.6815057248088682,-0.8446924806273648
1793,2,281,21,341,1.0095281232421582,0.3111092059599594,0.697621223781552,-0.8446924806273648
1794,3,289,17,335,1.0223136075456054,0.3167521995970668,0.7049035696163453,-0.8446924806273647
1795,7,301,19,344,1.0048405490204753,0.3086439028691814,0.6945642117065497,-0.8446924806273648
1796,5,280,17,331,0.9649218262308459,0.28666777027401413,0.6662774294880872,-0.8446924806273648
1797,2,296,16,337,0.9948312281945115,0.302350288271946,0.6865215574968289,-0.8446924806273648
1798,4,290,14,326,0.967853331081974,0.28877309638207715,0.6696198217387221,-0.8446924806273648
1799,25,275,18,345,0.9482734592566799,0.27897610156664765,0.656456364500937,-0.8864910433588696
1800,3,283,19,334,0.9997656940720425,0.30516533427233994,0.6900262825074991,-0.8446924806273649
1801,3,314,20,350,0.972454972689219,0.2916258280856341,0.6726259367700854,-0.8446924806273647
1802,2,244,16,340,0.9523825374897148,0.2803179419263362,0.6579370242541658,-0.8617637056761255
1803,4,157,17,330,0.9193428623147689,0.2629187911053936,0.634749279409707,-0.9139359806243095
1804,2,301,24,340,0.9591005875987901,0.28465812089996456,0.6636092046849891,-0.8446924806273647
1805,6,287,18,325,0.9896059295201918,0.299556530616379,0.6829384353146201,-0.844692480627365
1806,5,294,15,345,0.9649213694161178,0.28679452325000376,0.6664164538254763,-0.8446924806273648
1807,3,66,19,335,0.9698100647767488,0.2911572029309044,0.6699607520625965,-0.9192336643039021
1808,4,261,16,329,0.9686661307019798,0.2895456786528334,0.6704859914543216,-0.8446924806273648
1809,2,271,21,116,0.7173406140849966,0.17125858870422594,0.5045863065693952,-0.881052055163944
1810,3,306,18,345,0.9839374542252417,0.2976499388030842,0.6804660569841936,-0.8482232463042794
1811,4,278,17,338,0.9795290313145126,0.29441416014470545,0.6762075136616024,-0.8446924806273648
1812,2,286,19,333,1.0166921486819456,0.31396020346674236,0.7012233669569679,-0.8446924806273648
1813,5,292,17,350,1.0093536982335196,0.3108206352785272,0.6973423156506966,-0.8446924806273648
1814,3,73,14,325,0.9202600511588692,0.26541393157004944,0.6380467207809742,-0.9071300395391004
1815,2,301,18,341,1.0079825389460009,0.3089992845170073,0.694999469897449,-0.8446924806273648
1816,3,62,20,335,0.8269309019462844,0.2176032052176784,0.5763654916455142,-0.9694580993958974
1817,4,282,16,343,0.9708384048609875,0.28998769671223745,0.6705681003774467,-0.8446924806273648
