slow,fast,leverage,CAGR,Sharpe,Sortino,Vol,MDD,MDD_Entry,Trades_Year,Total_Trades,Max_Recovery_Days
53,43,3,0.114177,0.393929,0.552179,0.378801,-0.887025,-0.874813,5.971564,575,5404
53,44,3,0.101936,0.365855,0.508593,0.383919,-0.915127,-0.860320,6.386977,615,4904
53,45,3,0.105416,0.374043,0.520482,0.383826,-0.929545,-0.859988,6.511601,627,4847
53,46,3,0.083956,0.323744,0.447663,0.386183,-0.962409,-0.925296,6.885473,663,6253
53,47,3,0.078754,0.311234,0.429856,0.385839,-0.965849,-0.935005,7.259345,699,6300
53,48,3,0.065465,0.284254,0.386939,0.389433,-0.971820,-0.946424,7.653987,737,6355
53,49,3,0.055688,0.260424,0.354475,0.389089,-0.975646,-0.953697,8.547125,823,6921
53,50,3,0.067597,0.289341,0.396658,0.391091,-0.955358,-0.915085,9.647970,929,6888
54,2,3,0.180031,0.556499,0.799555,0.355050,-0.913968,-0.826996,11.081146,1067,3798
54,3,3,0.166455,0.523013,0.749815,0.356828,-0.907593,-0.837133,9.377952,903,5331
54,4,3,0.156296,0.498249,0.711930,0.357633,-0.921972,-0.848293,8.526355,821,4701
54,5,3,0.154247,0.492659,0.700876,0.360006,-0.886870,-0.807719,7.612446,733,5299
54,6,3,0.160637,0.507937,0.722940,0.360169,-0.868408,-0.838678,7.051638,679,4607
54,7,3,0.163316,0.513850,0.731140,0.361413,-0.892744,-0.873813,6.573913,633,3606
54,8,3,0.159973,0.505554,0.719295,0.362202,-0.894058,-0.870169,6.220812,599,3737
54,9,3,0.163620,0.513499,0.731978,0.363776,-0.892850,-0.870133,5.867711,565,3467
54,10,3,0.156078,0.495519,0.706394,0.363883,-0.851460,-0.823364,5.805399,559,3797
54,11,3,0.141831,0.461815,0.654098,0.363391,-0.908632,-0.891350,5.743087,553,3524
54,12,3,0.147564,0.475318,0.673547,0.364336,-0.915814,-0.900894,5.680775,547,3462
54,13,3,0.138024,0.452613,0.638438,0.364331,-0.911087,-0.885770,5.473068,527,4511
54,14,3,0.134161,0.443353,0.624455,0.364120,-0.907210,-0.891637,5.389986,519,3516
54,15,3,0.132927,0.440149,0.619916,0.365286,-0.916594,-0.902596,5.265362,507,3678
54,16,3,0.136411,0.448660,0.633258,0.363712,-0.897086,-0.885407,5.140738,495,4578
54,17,3,0.128827,0.430153,0.606361,0.364287,-0.925163,-0.913307,5.036884,485,4578
54,18,3,0.124059,0.418483,0.588225,0.365310,-0.936001,-0.924392,4.891490,471,4571
54,19,3,0.117012,0.401257,0.563328,0.365574,-0.927644,-0.916417,4.953802,477,4693
54,20,3,0.120324,0.409296,0.575027,0.365998,-0.931169,-0.916961,4.829178,465,4612
54,21,3,0.113287,0.392071,0.549263,0.367994,-0.936236,-0.921543,4.808407,463,6012
54,22,3,0.108132,0.379404,0.531413,0.367945,-0.919347,-0.895892,4.829178,465,5972
54,23,3,0.106781,0.376140,0.526181,0.369141,-0.928606,-0.914513,4.849948,467,5299
54,24,3,0.112707,0.390031,0.549315,0.372542,-0.913824,-0.891318,4.870719,469,5549
54,25,3,0.108979,0.381123,0.535314,0.374092,-0.930710,-0.911637,4.933031,475,5675
54,26,3,0.108730,0.380732,0.533418,0.376972,-0.919711,-0.898075,4.849948,467,5569
54,27,3,0.126124,0.422231,0.594792,0.373910,-0.867964,-0.845446,4.725325,455,3785
54,28,3,0.131496,0.434844,0.613962,0.374070,-0.888211,-0.869147,4.704554,453,3656
54,29,3,0.146466,0.469730,0.665444,0.374872,-0.891592,-0.870569,4.642242,447,3522
54,30,3,0.143312,0.462578,0.654237,0.374261,-0.870304,-0.845152,4.642242,447,3577
54,31,3,0.135627,0.444503,0.627468,0.374790,-0.855360,-0.833602,4.600701,443,3677
54,32,3,0.132397,0.436915,0.617033,0.374503,-0.854867,-0.836394,4.704554,453,3625
54,33,3,0.118439,0.403881,0.567873,0.375205,-0.875665,-0.847858,4.808407,463,3943
54,34,3,0.118439,0.403911,0.567053,0.376674,-0.877920,-0.857266,4.953802,477,4612
54,35,3,0.125544,0.420570,0.592402,0.377067,-0.854332,-0.843209,4.995343,481,4542
54,36,3,0.132142,0.436029,0.615119,0.376984,-0.882900,-0.861605,5.099196,491,4549
54,37,3,0.130628,0.432472,0.610897,0.376369,-0.895379,-0.884882,4.995343,481,4617
54,38,3,0.123270,0.415474,0.583563,0.376302,-0.932531,-0.922468,5.036884,485,5202
54,39,3,0.121549,0.411377,0.578346,0.375978,-0.899680,-0.885451,5.140738,495,4855
54,40,3,0.124470,0.418366,0.587827,0.376167,-0.905005,-0.893780,5.244591,505,5464
54,41,3,0.120232,0.408306,0.573165,0.376535,-0.905696,-0.895753,5.431527,523,4973
