trial,fast_buy,slow_buy,fast_sell,slow_sell,Sortino,Trades_Yr,CAGR,Sharpe,MDD
248,34,332,8,343,0.8648022188586454,6.115509761388287,0.2369337310906583,0.6006829969248731,-0.89936843610379
249,35,322,8,345,0.8837630278432154,6.115509761388287,0.24620037350519097,0.6132617110939055,-0.8893859177019279
250,37,328,8,345,0.9030802701909557,6.662147505422993,0.2558357698946403,0.626163136687914,-0.8893859177019279
251,36,320,9,349,0.9611512443560518,5.910520607375271,0.2838358042883655,0.6626913378693874,-0.8446924806273649
252,35,335,9,245,0.749302424735112,15.75,0.18080340315192434,0.5236110014174746,-0.8241136450699053
253,37,340,10,273,0.8114828156866907,12.81182212581345,0.21052827315071831,0.5640945362647667,-0.9194631625171508
254,34,327,6,265,0.8978472161729097,13.563449023861171,0.250725132533802,0.6189219533121774,-0.8047821888206674
255,36,318,10,287,0.8706204722077556,10.556941431670282,0.23907676054615346,0.6035750876710695,-0.8610469494003621
256,37,332,8,257,0.7438366065461918,14.656724511930586,0.17826237248308585,0.5204652663706082,-0.8546434344010315
257,35,326,11,336,0.9050359033849742,5.910520607375271,0.256625862877476,0.6272513361961645,-0.8446924806273648
258,37,321,42,348,0.9236499640650583,2.4940347071583515,0.26606728110934097,0.6390054752123788,-0.8882830023777256
259,15,339,6,350,0.832104488573047,3.382321041214751,0.2235221264649434,0.5839012584339515,-0.8879492481519269
260,36,314,43,338,0.8905093391713624,3.1090021691973972,0.24952823113905853,0.6174548380837759,-0.9106838092783054
261,38,332,7,340,0.7820218774387319,7.140455531453362,0.19843383343086196,0.5490497000984249,-0.9146731918571592
262,34,326,11,331,0.9339381735364414,5.910520607375271,0.2705185644966195,0.6452469938968923,-0.8446924806273648
263,36,320,9,341,0.9309438821637711,6.320498915401302,0.26961692248870617,0.6445271459530535,-0.8720413605614041
264,38,337,41,350,0.902434733148882,1.6740780911062907,0.25527767877821583,0.624891405072728,-0.8988794800834244
265,37,333,8,280,0.7666357086033297,11.855206073752711,0.19079274001172553,0.5380022170269898,-0.8956599671687806
266,35,309,10,333,0.9213251043441864,6.730477223427332,0.26571150231425333,0.639718250740497,-0.873357103277117
267,10,314,40,292,0.9042673104984381,8.438720173535792,0.25619033093283283,0.6262603008862601,-0.881904238435771
268,33,342,43,334,0.8582574417095651,2.56236442516269,0.23347885041849392,0.5961614501644826,-0.9292330133689161
269,26,337,42,297,0.9345229625421304,6.457158351409978,0.2709469255189827,0.6455082422201147,-0.8478920811101206
270,36,318,40,350,0.9025254422197386,2.767353579175705,0.2552371820092372,0.6248329423433338,-0.9012427949686949
271,37,330,42,103,0.7203618090118865,38.57212581344903,0.16750499929960183,0.49919980579962403,-0.8997638203015479
272,49,322,9,337,0.9175892319041958,9.873644251626898,0.26322549649089044,0.6361287923962933,-0.881056696611344
273,17,334,4,326,0.816684121169226,5.842190889370933,0.21593890656767312,0.5735064835252349,-0.8681403959597056
274,35,348,40,252,0.8137599807623264,13.016811279826465,0.2110258558144471,0.564887286678723,-0.8983822423798
275,37,317,10,340,0.959797375442184,6.525488069414317,0.2837033736760879,0.6624328704012376,-0.8446924806273648
276,34,327,7,318,0.804395595942026,7.892082429501085,0.20935979938507443,0.5641556666622142,-0.8610469494003619
277,5,308,41,120,0.6361193764453879,33.720715835141,0.13128908051142507,0.4458980940379908,-0.8787371089876521
278,38,338,11,284,0.7991909259633824,11.786876355748374,0.20483408350314392,0.5563282197559742,-0.8706003225560861
279,36,90,8,332,0.8620929332960859,13.563449023861171,0.23712110969137945,0.6013546652258963,-0.9487880932567614
280,35,329,2,178,0.6202476228976785,27.502711496746205,0.1244214485518289,0.4386518343379665,-0.8692685883301747
281,39,72,31,344,0.892839331978383,15.34002169197397,0.2507569095033866,0.6188563830877013,-0.9272065358448491
282,38,322,50,350,0.8666451633284042,3.3139913232104123,0.23741378101648958,0.6013779200056311,-0.9142987154095161
283,28,312,42,90,0.5377906671904813,39.802060737527114,0.08939531532374168,0.37799342612305137,-0.8845010025851193
284,20,332,41,327,0.8795212723469741,4.817245119305857,0.24392644073050573,0.6099961271467794,-0.9213070440983848
285,46,323,40,339,0.8732478731879011,3.0406724511930587,0.24097446320214555,0.6061447715087886,-0.9274942413486937
286,36,342,43,268,0.8467451490396306,10.556941431670282,0.22702243192643068,0.5872076549594074,-0.9198916330529285
287,37,317,39,238,0.7984188085129891,13.768438177874186,0.2046558145454338,0.5561008335767806,-0.8759948135545776
288,39,329,5,305,0.8143850242873149,10.146963123644252,0.2103883065508554,0.5640267193066949,-0.9064018185716145
